pathway,model,scenario,year,CarbonBudget_CB_GtCO2,variable,unit
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR10p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR1p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR2p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR3p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000_DR4p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR10p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR1p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR2p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR3p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1000f_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1000f_DR4p,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200_COV,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1200f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1200f_COV,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400_COV,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_1400f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1400f_COV,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,2050,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,2050,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_800f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900f,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.EN_NPi2020_900f_COV,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Below 2°C,MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2°C,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Delayed Transition,MESSAGEix-GLOBIOM_1.1,NGFS2_Delayed Transition,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.1.NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_1.2.COV_GreenPush_1000,MESSAGEix-GLOBIOM_1.2,COV_GreenPush_1000,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
