pathway,model,scenario,year,CarbonBudget_CB_GtCO2,variable,unit
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_openres_lc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,2050,"(500,825]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_openres_lc_80,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,2050,"(175,500]",Price|Carbon,US$2010/t CO2
MESSAGEix-GLOBIOM_GEI 1.0.SSP2_openres_mc_50,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2020_Med2C,POLES ADVANCE,ADVANCE_2020_Med2C,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2020_WB2C,POLES ADVANCE,ADVANCE_2020_WB2C,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2030_Med2C,POLES ADVANCE,ADVANCE_2030_Med2C,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2030_Price1.5C,POLES ADVANCE,ADVANCE_2030_Price1.5C,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ADVANCE.ADVANCE_2030_WB2C,POLES ADVANCE,ADVANCE_2030_WB2C,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF30.EMF30_D_CO2-Only,POLES EMF30,EMF30_D_CO2-Only,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF30.EMF30_Slower-to-faster,POLES EMF30,EMF30_Slower-to-faster,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_cost100,POLES EMF33,EMF33_Med2C_cost100,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_full,POLES EMF33,EMF33_Med2C_full,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_limbio,POLES EMF33,EMF33_Med2C_limbio,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_nobeccs,POLES EMF33,EMF33_Med2C_nobeccs,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_nofuel,POLES EMF33,EMF33_Med2C_nofuel,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_Med2C_none,POLES EMF33,EMF33_Med2C_none,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_WB2C_cost100,POLES EMF33,EMF33_WB2C_cost100,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_WB2C_full,POLES EMF33,EMF33_WB2C_full,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_WB2C_nofuel,POLES EMF33,EMF33_WB2C_nofuel,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES EMF33.EMF33_tax_hi_full,POLES EMF33,EMF33_tax_hi_full,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000,POLES ENGAGE,EN_INDCi2030_1000,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000_COV,POLES ENGAGE,EN_INDCi2030_1000_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000_COV_NDCp,POLES ENGAGE,EN_INDCi2030_1000_COV_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000_NDCp,POLES ENGAGE,EN_INDCi2030_1000_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f,POLES ENGAGE,EN_INDCi2030_1000f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f_COV,POLES ENGAGE,EN_INDCi2030_1000f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f_COV_NDCp,POLES ENGAGE,EN_INDCi2030_1000f_COV_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1000f_NDCp,POLES ENGAGE,EN_INDCi2030_1000f_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1200,POLES ENGAGE,EN_INDCi2030_1200,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_1200f,POLES ENGAGE,EN_INDCi2030_1200f,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_300f,POLES ENGAGE,EN_INDCi2030_300f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_400f,POLES ENGAGE,EN_INDCi2030_400f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_500f,POLES ENGAGE,EN_INDCi2030_500f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f,POLES ENGAGE,EN_INDCi2030_600f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f_COV,POLES ENGAGE,EN_INDCi2030_600f_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f_COV_NDCp,POLES ENGAGE,EN_INDCi2030_600f_COV_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_600f_NDCp,POLES ENGAGE,EN_INDCi2030_600f_NDCp,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_700f,POLES ENGAGE,EN_INDCi2030_700f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_800f,POLES ENGAGE,EN_INDCi2030_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_900,POLES ENGAGE,EN_INDCi2030_900,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_INDCi2030_900f,POLES ENGAGE,EN_INDCi2030_900f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000,POLES ENGAGE,EN_NPi2020_1000,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000_COV,POLES ENGAGE,EN_NPi2020_1000_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000f,POLES ENGAGE,EN_NPi2020_1000f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1000f_COV,POLES ENGAGE,EN_NPi2020_1000f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1200,POLES ENGAGE,EN_NPi2020_1200,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_1200f,POLES ENGAGE,EN_NPi2020_1200f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_300f,POLES ENGAGE,EN_NPi2020_300f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_400f,POLES ENGAGE,EN_NPi2020_400f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_500,POLES ENGAGE,EN_NPi2020_500,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_500f,POLES ENGAGE,EN_NPi2020_500f,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_600,POLES ENGAGE,EN_NPi2020_600,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_600f,POLES ENGAGE,EN_NPi2020_600f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_600f_COV,POLES ENGAGE,EN_NPi2020_600f_COV,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_700,POLES ENGAGE,EN_NPi2020_700,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_700f,POLES ENGAGE,EN_NPi2020_700f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_800,POLES ENGAGE,EN_NPi2020_800,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_800f,POLES ENGAGE,EN_NPi2020_800f,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_900,POLES ENGAGE,EN_NPi2020_900,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES ENGAGE.EN_NPi2020_900f,POLES ENGAGE,EN_NPi2020_900f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
POLES GECO2019.CO_2Deg2020,POLES GECO2019,CO_2Deg2020,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES GECO2019.CO_2Deg2030,POLES GECO2019,CO_2Deg2030,2050,"(500,825]",Price|Carbon,US$2010/t CO2
POLES GECO2019.CO_Bridge,POLES GECO2019,CO_Bridge,2050,"(175,500]",Price|Carbon,US$2010/t CO2
POLES GECO2019.CO_Bridge_notax,POLES GECO2019,CO_Bridge_notax,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 1.6.EMF30_Slower-to-faster,REMIND 1.6,EMF30_Slower-to-faster,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 1.6.EMF30_Slower-to-faster+SLCF,REMIND 1.6,EMF30_Slower-to-faster+SLCF,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 1.6.EMF30_Slower-to-faster+SLCF+HFC,REMIND 1.6,EMF30_Slower-to-faster+SLCF+HFC,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 1.7.ADVANCE_2020_Med2C,REMIND 1.7,ADVANCE_2020_Med2C,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND 1.7.ADVANCE_2020_WB2C,REMIND 1.7,ADVANCE_2020_WB2C,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 1.7.ADVANCE_2030_Med2C,REMIND 1.7,ADVANCE_2030_Med2C,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND 1.7.ADVANCE_2030_Price1.5C,REMIND 1.7,ADVANCE_2030_Price1.5C,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND 1.7.ADVANCE_2030_WB2C,REMIND 1.7,ADVANCE_2030_WB2C,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 1.7.CEMICS-2.0-CDR12,REMIND 1.7,CEMICS-2.0-CDR12,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 1.7.CEMICS-2.0-CDR20,REMIND 1.7,CEMICS-2.0-CDR20,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 1.7.CEMICS-2.0-CDR8,REMIND 1.7,CEMICS-2.0-CDR8,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.CEMICS_GDPgrowth_2C,REMIND 2.1,CEMICS_GDPgrowth_2C,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.CEMICS_HotellingConst_2C,REMIND 2.1,CEMICS_HotellingConst_2C,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.CEMICS_Linear_2C,REMIND 2.1,CEMICS_Linear_2C,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.CEMICS_opt_1p5,REMIND 2.1,CEMICS_opt_1p5,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.CEMICS_opt_2C,REMIND 2.1,CEMICS_opt_2C,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_CBA_brkLR15_SSP2_P50,REMIND 2.1,LeastTotalCost_CBA_brkLR15_SSP2_P50,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_CBA_brkSR15_SSP2_P50,REMIND 2.1,LeastTotalCost_CBA_brkSR15_SSP2_P50,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_CEA_brkLR15_SSP2_P50,REMIND 2.1,LeastTotalCost_CEA_brkLR15_SSP2_P50,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_CEA_brkSR15_SSP2_P50,REMIND 2.1,LeastTotalCost_CEA_brkSR15_SSP2_P50,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_LTC_brkLR15_SSP1_P50,REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP1_P50,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_LTC_brkLR15_SSP2_P50,REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP2_P50,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_LTC_brkLR15_SSP5_P50,REMIND 2.1,LeastTotalCost_LTC_brkLR15_SSP5_P50,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_LTC_brkSR15_SSP1_P50,REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP1_P50,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_LTC_brkSR15_SSP2_P50,REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP2_P50,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.LeastTotalCost_LTC_brkSR15_SSP5_P50,REMIND 2.1,LeastTotalCost_LTC_brkSR15_SSP5_P50,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP1-PkBudg1100,REMIND 2.1,R2p1_SSP1-PkBudg1100,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP1-PkBudg1300,REMIND 2.1,R2p1_SSP1-PkBudg1300,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP1-PkBudg900,REMIND 2.1,R2p1_SSP1-PkBudg900,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP2-PkBudg1100,REMIND 2.1,R2p1_SSP2-PkBudg1100,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP2-PkBudg1300,REMIND 2.1,R2p1_SSP2-PkBudg1300,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP2-PkBudg900,REMIND 2.1,R2p1_SSP2-PkBudg900,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP5-PkBudg1100,REMIND 2.1,R2p1_SSP5-PkBudg1100,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.R2p1_SSP5-PkBudg1300,REMIND 2.1,R2p1_SSP5-PkBudg1300,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-bioH,REMIND 2.1,TechCost-SSP2-B1100-bioH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-ccsH,REMIND 2.1,TechCost-SSP2-B1100-ccsH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-coalH,REMIND 2.1,TechCost-SSP2-B1100-coalH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-elh2H,REMIND 2.1,TechCost-SSP2-B1100-elh2H,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-gasH,REMIND 2.1,TechCost-SSP2-B1100-gasH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-nucH,REMIND 2.1,TechCost-SSP2-B1100-nucH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-oilH,REMIND 2.1,TechCost-SSP2-B1100-oilH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-spvH,REMIND 2.1,TechCost-SSP2-B1100-spvH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND 2.1.TechCost-SSP2-B1100-windH,REMIND 2.1,TechCost-SSP2-B1100-windH,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-Buildings 2.0.BEG-Budg600,REMIND-Buildings 2.0,BEG-Budg600,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-Buildings 2.0.BEG-Budg600-EG,REMIND-Buildings 2.0,BEG-Budg600-EG,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.5.SSP1-19,REMIND-MAgPIE 1.5,SSP1-19,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.5.SSP1-26,REMIND-MAgPIE 1.5,SSP1-26,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.5.SSP2-26,REMIND-MAgPIE 1.5,SSP2-26,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.5.SSP5-26,REMIND-MAgPIE 1.5,SSP5-26,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CD-LINKS_INDC2030i_1600,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1600,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CD-LINKS_NDC2030i_1000,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NDC2030i_1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CD-LINKS_NPi2020_1600,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1600,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.CO_Bridge,REMIND-MAgPIE 1.7-3.0,CO_Bridge,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_1.5C_cost100,REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_cost100,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_1.5C_full,REMIND-MAgPIE 1.7-3.0,EMF33_1.5C_full,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_Med2C_cost100,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_cost100,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_Med2C_limbio,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_limbio,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_Med2C_nobeccs,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nobeccs,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_Med2C_nofuel,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_nofuel,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_Med2C_none,REMIND-MAgPIE 1.7-3.0,EMF33_Med2C_none,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_WB2C_cost100,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_cost100,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_WB2C_full,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_full,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_WB2C_limbio,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_limbio,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_WB2C_nobeccs,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nobeccs,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_WB2C_nofuel,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_nofuel,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_WB2C_none,REMIND-MAgPIE 1.7-3.0,EMF33_WB2C_none,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.EMF33_tax_hi_full,REMIND-MAgPIE 1.7-3.0,EMF33_tax_hi_full,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 1.7-3.0.SMP_2C_lifesty,REMIND-MAgPIE 1.7-3.0,SMP_2C_lifesty,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.0-4.1.Diff_1300Gt_hybrid_def,REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_hybrid_def,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.0-4.1.Diff_1300Gt_no-transfer_def,REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_no-transfer_def,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.0-4.1.Diff_1300Gt_uniform-pricing_def,REMIND-MAgPIE 2.0-4.1,Diff_1300Gt_uniform-pricing_def,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,2050,"(175,500]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,2050,"(500,825]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.CEMICS_SSP2-2C-fullCDR,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-fullCDR,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.CEMICS_SSP2-2C-minCDR,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-2C-minCDR,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000_COV,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000_COV_NDCp,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000_NDCp,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000f,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000f_COV,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_COV_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1000f_NDCp,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000f_NDCp,2050,"(825,1150]",Price|Carbon,US$2010/t CO2
REMIND-MAgPIE 2.1-4.2.EN_INDCi2030_1200,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1200,2050,"(1150,1475]",Price|Carbon,US$2010/t CO2
